V1,V2,V3
outpatient_count1,15.2209925294418,15.0586535908787
outpatient_count2,15.2209925294418,15.0586535908787
total_dot1,13393.4797374485,76642.0814539639
total_dot2,13393.4797374485,76642.0814539639
eme_dummy1,0.196716538278351,0.397516234833288
eme_dummy2,0.196716538278351,0.397516234833288
major1,0.0600627061402925,0.237602994235527
major2,0.0600627061402925,0.237602994235527
chronic1,0.738937044002831,0.439214193132783
chronic2,0.738937044002831,0.439214193132783
md1,0.0953941709814705,0.293758627746893
md2,0.0953941709814705,0.293758627746893
md_visit1,0.531666658220181,3.07586139621103
md_visit2,0.531666658220181,3.07586139621103
psy1,0.0148938796730191,0.121128251965661
psy2,0.0148938796730191,0.121128251965661
psy_visit1,0.12363497870097,1.61100099796821
psy_visit2,0.12363497870097,1.61100099796821
anx1,0.0498986085945603,0.217735486285884
anx2,0.0498986085945603,0.217735486285884
anx_visit1,0.226917952757067,1.75253601103733
anx_visit2,0.226917952757067,1.75253601103733
dep1,0.0273752491755821,0.163174285517474
dep2,0.0273752491755821,0.163174285517474
dep_visit1,0.190337872862149,1.89448702466643
dep_visit2,0.190337872862149,1.89448702466643
avoid1,0.832220388111021,0.373670479265951
avoid2,0.832220388111021,0.373670479265951
eme_non_major1,0.276034479675677,0.879454030194238
eme_non_major2,0.276034479675677,0.879454030194238
